"Food Code","Food Name","Scientific Name","Local Name","Food Group","No. of Regions","Tags","Energy [kJ]","Moisture [g]","Ash [mg]","Vitamins [mg]","Total Fat [g]","Cholesterol [mg]","Dietary Fiber [g]","Carbohydrate [g]","Protein [g]","Essential Amino acids [g]","Carotenoids [mg]","Polyphenols [mg]","Phytosterols [mg]","Tocopherols [ug]","Tocotrienols [ug]","Organic acids [mg]","Phytate [mg]","Saponins [g]","Essential Quantity Minerals [mg]","Essential Trace Minerals [mg]","Possibly essential Trace Minerals [ug]","Non-essential Trace Minerals [ug]","Toxic Minerals [ug]","Vitamin A [ug]","Vitamin B [mg]","Ascorbic acids (C) [mg]","Vitamin D [ug]","α-Tocopherol equivalent (E) [ug]","Vitamin K [ug]","Saturated Fatty acids [g]","Unsaturated Fatty acids [g]","Essential Fatty acids [g]","Cis Fatty acids [g]","Trans Fatty acids [g]","Monounsaturated Fatty acids [g]","Polyunsaturated Fatty acids [g]","Cis ω-3 Fatty acids [mg]","Cis ω-6 Fatty acids [g]","Cis ω-9 Fatty acids [g]","Cis ω-5 Fatty acids [mg]","Cis ω-7 Fatty acids [mg]","Insoluble Dietary Fiber [g]","Soluble Dietary Fiber [g]","Available CHO [g]","Starch [g]","Oligosaccharides [mg]","Free Sugars [g]","Essential Amino acids [g]","Conditionally essential Amino acids [g]","Non-essential Amino acids [g]","Retinol [ug]","Thiamine (B1) [ug]","Riboflavin (B2) [ug]","Niacin (B3) [mg]","Pantothenic acid (B5) [ug]","Total B6 [mg]","Biotin (B7) [ug]","Folates (B9) [ug]","Ergocalciferol (D2) [ug]","Cholecalciferol (D3) [ng]","25-OH-D3 [ng]","α-Tocopherol [ug]","β-Tocopherol [ug]","γ-Tocopherol [ug]","δ-Tocopherol [ug]","α-Tocotrienol [ug]","β-Tocotrienol [ug]","γ-Tocotrienol [ug]","δ-Tocotrienol [ug]","Phylloquinones (K1) [ug]","Menaquinones (K2) [ug]","Lutein [ug]","Zeaxanthin [ug]","Lycopene [ug]","β-Cryptoxanthin [ug]","γ-Carotene [ug]","α-Carotene [ug]","β-Carotene [ug]","Aluminium (Al) [ug]","Arsenic (As) [ug]","Cadmium (Cd) [ug]","Calcium (Ca) [mg]","Chromium (Cr) [ug]","Cobalt (Co) [ug]","Copper (Cu) [ug]","Iron (Fe) [mg]","Lead (Pb) [ug]","Lithium (Li) [ug]","Magnesium (Mg) [mg]","Manganese (Mn) [ug]","Mercury (Hg) [ng]","Molybdenum (Mo) [ug]","Nickel (Ni) [ug]","Phosphorus (P) [mg]","Potassium (K) [mg]","Selenium (Se) [ug]","Sodium (Na) [mg]","Zinc (Zn) [ug]","Fructose [g]","Glucose [mg]","Sucrose [g]","Maltose [mg]","Lactose [g]","Butyric acid (C4:0) [mg]","Caproic acid (C6:0) [mg]","Caprylic acid (C8:0) [g]","Capric acid (C10:0) [mg]","Lauric acid (C12:0) [mg]","Myristic acid (C14:0) [mg]","Palmitic acid (C16:0) [mg]","Stearic acid (C18:0) [mg]","Arachidic acid (C20:0) [mg]","Behenic acid (C22:0) [mg]","Lignoceric acid (C24:0) [mg]","Myristoleic acid (C14:1) [mg]","Palmitoleic acid (C16:1) [mg]","Oleic acid (C18:1n9) [g]","Elaidic acid (C18:1n9t) [g]","Eicosenoic acid (C20:1n9) [mg]","Erucic acid (C22:1n9) [g]","Nervonic acid (C24:1n9) [mg]","Linoleic acid (C18:2n6) [g]","Eicosadienoic acid (C20:2) [mg]","α-Linolenic acid (C18:3n3) [mg]","Arachidonic acid (C20:4n6) [mg]","Undecanoic acid (C11:0) [ug]","Pentadecanoic acid (C15:0) [mg]","Eicosatrienoic acid (C20:3n6) [mg]","Eicosapentaenoic acid (C20:5n3) [mg]","Docosahexaenoic acid (C22:6n3) [mg]","Docosadienoic acid (C22:2) [mg]","Docosapentaenoic acid (C22:5n3) [mg]","Histidine [mg]","Isoleucine [mg]","Leucine [mg]","Lysine [mg]","Methionine [mg]","Cysteine [mg]","Phenylalanine [mg]","Threonine [mg]","Tryptophan [mg]","Valine [mg]","Alanine [mg]","Arginine [mg]","Aspartic acid [mg]","Glucose [mg]","Glycine [mg]","Proline [mg]","Serine [mg]","Tyrosine [mg]","Oxalates [mg]","Soluble Oxalate [mg]","Insoluble Oxalate [mg]","Cis-Aconitic acid [mg]","Citric acid [mg]","Fumaric acid [mg]","Malic acid [mg]","Quinic acid [mg]","Succinic acid [mg]","Tartaric acid [mg]","3,4-Dihydroxy Benzoic acid [ug]","3-Hydroxy Benzaldehyde [ug]","Protocatechuic acid [ug]","Vanillic acid [ug]","Gallic acid [mg]","Cinnamic acid [ug]","o-Coumaric acid [ug]","p-Coumaric acid [ug]","Caffeic acid [ug]","Chlorogenic acid [mg]","Ferulic acid [ug]","Apigenin [mg]","Apigenin-6-C-gluoside [ug]","Apigenin-7-O-neohesperidoside [mg]","Luteolin [ug]","Kaempferol [mg]","Quercetin [mg]","Quercetin-3-β-D-glucoside [mg]","Quercetin-3-O-rutinoside [mg]","Quercetin-3-β-galactoside [mg]","Isorhamnetin [mg]","Myricetin [mg]","Resvertrol [ug]","Hesperetin [mg]","Naringenin [mg]","Hesperdin [mg]","Daidzein [mg]","Genistein [mg]","(-)-Epicatechin [mg]","(-)-Epigallo catechin [ug]","(-)-Epigallo catechin 3-gallate [ug]","(+)-Catechin [mg]","(-)-Gallocatechin gallate [ug]","(-)-Gallocatechin [ug]","Syringic acid [mg]","Sinapinic acid [mg]","Ellagic acid [mg]","Raffinose [mg]","Stachyose [mg]","Verbascose [mg]","Ajugose [mg]","Campesterol [mg]","Stigmasterol [mg]","β-Sitosterol [mg]","Carotenes [ug]","Xanthophylls [ug]","β-Carotene equivalents [ug]"
C002,"Amaranth leaves, green",Amaranthus gangeticus,A. Moricha sak; B. Notya Shaakh; G. Taldalja ni bhaaji; H. Chaulai; Kan. Danthu; Kash. Mawal; Mal. Cheera; M. Chengkruk; Mar. Math; N. Latte to saag; O. Neutia sag; P. Chaulai sag; S. Maarissa; Tam. Thandu keerai; Tel. Thotakoora; U. Cholai.,Green Leafy Vegetables,6,vegetarian eggetarian fishetarian veg,128,86.85,2.52,0.0944318,0.65,0,4.41,2.28,3.29,2.996532,0.020473,0.02381,0.02052,0.00067,0,0.79415,0.00542,0,1.1853,0.00704397,0.000009,0.003916,0,0.008553,0.00160279,0.08354,0.00001601,0.00044,0.00028,0.194,0.40687,0.358,0.40688,0,0.04887,0.358,0.247,0.111,0.03283,0,0.01605,3.21,1.2,1.02,0.7,0,0.32,1.226841,0.679385,1.090306,0,0.00001,0.00019,0.00071,0.00041,0.00021,0.00000246,0.00007033,0.00001601,0,0,0.00041,0,0.00026,0,0,0,0,0,0.00028,0,0.008397,0.000164,0,0,0,0,0.008553,0.00391,0,0.000002,0.33,0.000027,0.000005,0.00021,0.00464,0.000004,0.000009,0.194,0.00124,0,0.000024,0.000017,0.07322,0.572,0.00002097,0.01608,0.00086,0.09,0.19,0.04,0,0,0,0,0,0,0,0.01847,0.143,0.01615,0.00257,0.00474,0.00909,0,0.01605,0.03126,0,0.00157,0,0,0.111,0,0.247,0,0,0,0,0,0,0,0,0.069748,0.144431,0.264516,0.180292,0.045402,0.026978,0.186872,0.136864,0.033229,0.165487,0.215495,0.20069,0.303338,0.419475,0.183911,0.146405,0.151998,0.121401,0.779,0.198,0.582,0,0.0027,0.00364,0.00503,0,0.00378,0,0.00079,0,0,0.00108,0,0,0,0.00048,0.00054,0.00182,0.00159,0,0,0,0,0,0,0.00793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107,0.00269,0.01676,0.008553,0.008561,0.008553
C003,"Amaranth leaves, red mix",Amaranthus gangeticus,A. Moricha; B. Lal Shaakh; G. Lal tandaljo; H. Chaulai; Kan. Danthu; Kash. Mawal; Mal. Cheera; M. Chengkruk; Mar. Math; N. Latte to saag; O. Neutia sag; P. Lal chaulai sag; S. Maarissa; Tel. Thotakoora; Tam. Thandu keerai; U. Cholai.,Green Leafy Vegetables,1,vegetarian eggetarian fishetarian veg,140,85.56,2.61,0.097018,0.63,0,4.91,2.37,3.93,3.498879,0.021449,0.02763,0.02027,0.00065,0,0.83628,0.0049,0,1.07656,0.01110255,0.000009,0.003032,0,0.008457,0.0015739,0.0862,0.0000151,0.00046,0.000312,0.21,0.37334,0.326,0.37335,0,0.04734,0.326,0.214,0.112,0.03287,0,0.01448,3.72,1.19,1.05,0.77,0,0.28,1.453314,0.746307,1.299258,0,0.00001,0.000269,0.00062,0.00037,0.00022,0.00000295,0.00008195,0.0000151,0,0,0.00044,0,0.00021,0,0,0,0,0,0.000312,0,0.007439,0.000118,0,0,0,0,0.008457,0.00303,0,0.000002,0.245,0.000028,0.000023,0.00022,0.00725,0,0.000009,0.177,0.00215,0,0.000013,0.000026,0.07598,0.564,0.00002255,0.01458,0.00137,0.24,0.04,0,0,0,0,0,0,0,0,0.02033,0.159,0.01775,0.00224,0.00399,0.00701,0,0.01448,0.03148,0,0.00139,0,0,0.112,0,0.214,0,0,0,0,0,0,0,0,0.078993,0.169383,0.32226,0.219294,0.064059,0.037728,0.187461,0.158772,0.04716,0.205932,0.257808,0.229119,0.359202,0.505398,0.201216,0.159951,0.17685,0.118293,0.823,0.185,0.438,0,0.00279,0.00299,0.00452,0,0.00298,0,0.00092,0,0,0.00124,0,0,0,0.00142,0.00057,0.00125,0.00241,0,0,0,0,0,0,0.00791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108,0.00285,0.01634,0.008457,0.007557,0.008457
C004,"Amaranth leaves, red and green mix",Amaranthus gangeticus,A. Moricha; B. Notya Shaakh; G. Tandaljo; H. Chaulai; Kan. Danthu; Kash. Mawal; Mal. Cheera; M. Chengkruk; Mar. Math; N. Latte to saag; O. Neutia sag; P. Chaulai sag; S. Maarissa; Tam. Thandu keerai; Tel. Thotakoora; U. Cholai.,Green Leafy Vegetables,4,vegetarian eggetarian fishetarian veg,132,86.37,2.55,0.08800474,0.53,0,4.6,2.87,3.09,2.964237,0.020181,0.02684,0.02068,0.00067,0,0.68999,0.00489,0,1.09778,0.00800762,0.000007,0.003596,0,0.008464,0.00155149,0.07724,0.00001525,0.00045,0.000284,0.197,0.37859,0.332,0.37859,0,0.04659,0.332,0.214,0.118,0.03431,0,0.01228,3.23,1.37,1.1,0.95,0,0.15,1.171419,0.688761,1.104057,0,0.00001,0.00022,0.00069,0.00037,0.00019,0.00000241,0.00006908,0.00001525,0,0,0.00042,0,0.00025,0,0,0,0,0,0.000284,0,0.00739,0.000148,0,0,0,0,0.008464,0.00359,0,0.000002,0.269,0.000024,0.000012,0.00017,0.00528,0.000004,0.000007,0.146,0.00143,0,0.00001,0.00003,0.06823,0.597,0.00002162,0.01755,0.00103,0.03,0.12,0,0,0,0,0,0,0,0,0.01837,0.144,0.01916,0.00283,0.00503,0.00793,0,0.01228,0.03272,0,0.00159,0,0,0.118,0,0.214,0,0,0,0,0,0,0,0,0.066435,0.133797,0.25956,0.162534,0.044496,0.032754,0.181692,0.135651,0.033372,0.153882,0.243801,0.204249,0.306219,0.402936,0.183237,0.152337,0.151101,0.116184,0.676,0.188,0.489,0,0.00276,0.00287,0.00597,0,0.00239,0,0.00064,0,0,0.00139,0,0,0,0.00067,0.00058,0.00207,0.00169,0,0,0,0,0,0,0.00835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106,0.00271,0.01691,0.008464,0.007538,0.008464
C005,"Amaranth spinosus, leaves, green mix",Amaranthus spinosus,A. Moricha sak; B. Kanta-notya; G. Kanta vado tandaljo; H. Kantewali-notya; Kan. Mulla danthu; Kash. Mawal; Mal. Mullancheru- cheera; M. Chengkruk; Mar. Kantemanth; O. Kanta notay shak; P. Kantewali chaulai; Tam. Mulaikeerai; Tel. Mulla thotakura.,Green Leafy Vegetables,4,vegetarian eggetarian fishetarian veg,110,86.46,2.94,0.08625674,0.36,0,5.1,1.61,3.54,3.261402,0.004174,0.02415,0.03976,0.00031,0,1.09668,0.0074,0,1.21812,0.00936197,0.000008,0.002871,0,0.001594,0.00136451,0.08256,0.00001523,0.00028,0.000443,0.08513,0.20246,0.186,0.20246,0,0.01646,0.186,0.147,0.039,0.00858,0,0.00788,3.89,1.2,0.83,0.69,0,0.14,1.216698,0.757914,1.28679,0,0.00001,0.00013,0.00063,0.00033,0.00022,0.00000307,0.00004144,0.00001523,0,0,0.00028,0,0.00003,0,0,0,0,0,0.000443,0,0.001861,0.000126,0,0,0,0,0.001594,0.00287,0,0,0.359,0.000035,0.000002,0.00023,0.00637,0.000001,0.000008,0.202,0.00107,0,0.000032,0.000024,0.07246,0.569,0.00002897,0.01566,0.00157,0.01,0.13,0,0,0,0,0,0,0,0,0.00828,0.06362,0.00689,0.00085,0.00222,0.00327,0,0.00788,0.00779,0,0.00034,0,0.00045,0.039,0,0.147,0,0,0,0,0,0,0,0,0.06903,0.14337,0.271164,0.176646,0.04425,0.025134,0.177,0.15576,0.031506,0.147972,0.298068,0.204612,0.384798,0.416658,0.21594,0.190806,0.187266,0.121422,1.073,0.08178,0.991,0.00611,0.00258,0.01115,0.00384,0,0,0,0,0,0,0,0,0,0,0.00061,0.00406,0.00197,0,0,0,0,0,0.00074,0.00147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00072,0.00571,0.03333,0.001594,0.001987,0.001594
C006,"Amaranth spinosus, leaves, red and green mix",Amaranthus spinosus,B. Kanta-notya shaak; G. Kanta vado tandaljo; H. Kantewali-notya; Kan. Mulla danthu; Kash. Mawal; Kh. Sla longmar; Mal. Mullancheru-cheera; M. Chengkruk; Mar. Kantemanth; O. Kanta neutia sag; P. Kantewali chaulai; Tam. Mulakeerai; Tel. Mulla thotakura.,Green Leafy Vegetables,2,vegetarian eggetarian fishetarian veg,99,86.64,3.2,0.08096718,0.34,0,5.57,1.45,2.8,2.48304,0.00454,0.02619,0.03869,0.00032,0,1.07722,0.00715,0,1.24829,0.00795341,0.000014,0.003611,0,0.001487,0.00143714,0.0773,0.00001504,0.00028,0.000448,0.08596,0.18577,0.16785,0.18562,0,0.01777,0.168,0.131,0.03685,0.00827,0,0.0095,3.82,1.75,0.86,0.73,0,0.13,0.90748,0.58744,0.98812,0,0.00001,0.00015,0.00072,0.00031,0.0002,0.00000291,0.00004423,0.00001504,0,0,0.00028,0,0.00004,0,0,0,0,0,0.000448,0,0.001748,0.00016,0,0,0,0,0.001487,0.00361,0,0,0.372,0.000028,0.000005,0.00033,0.00458,0.000001,0.000014,0.187,0.00184,0,0.000021,0.00002,0.08502,0.588,0.00001941,0.01627,0.00111,0.01,0.12,0,0,0,0,0,0,0,0,0.00954,0.06458,0.00635,0.0007,0.00161,0.00319,0,0.0095,0.00736,0,0.00049,0,0.00042,0.03685,0,0.131,0,0,0,0,0,0,0,0,0.0532,0.08484,0.21196,0.13272,0.0308,0.021,0.12152,0.12432,0.03276,0.11536,0.23352,0.1512,0.27272,0.33544,0.1708,0.14868,0.14644,0.09576,1.045,0.0902,0.955,0.00619,0.00252,0.01545,0.00467,0,0.00339,0,0,0,0,0,0,0,0,0.00072,0.00441,0.00267,0,0,0,0,0,0.00089,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00077,0.00554,0.03238,0.001487,0.001908,0.001487
C007,Basella leaves,Basella alba,A. Puroi sak; B. Pui shaak; E. Malabar spinach; G. Poi ni bhaji; H. Palak; Kan. Basale soppu; Kh. Sla palong dkhar; Mal. Vallicheera; Mar. Mayalu; O. Poi saaga; P. Paalak; Tam. Kodippasali; Tel. Bachhali.,Green Leafy Vegetables,2,vegetarian eggetarian fishetarian veg,82,92.68,1.09,0.06764956,0.45,0,2.21,2.01,1.57,1.371395,0.005824,0.02398,0.01333,0.00019,0.00003,0.18463,0.04957,0.06,0.63989,0.00611092,0.000006,0.002698,0,0.002473,0.00142138,0.06335,0.00000918,0.00016,0.000236,0.101,0.25428,0.20367,0.25495,0,0.05128,0.203,0.123,0.08067,0.03896,0,0.01232,1.64,0.57,1.69,1.67,0,0.02,0.520926,0.313215,0.537254,0,0.00006,0.00015,0.00046,0.00048,0.00018,0.00000107,0.00009031,0.00000918,0,0,0.00015,0,0.00004,0,0.00003,0,0,0,0.000236,0,0.002962,0.000241,0,0,0,0,0.002473,0.00269,0.00000275,0.000002,0.09389,0.000046,0.000006,0.00012,0.0042,0.000006,0.000006,0.153,0.00129,0,0.000006,0.000044,0.03726,0.337,0.00000617,0.01874,0.00039,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0.08946,0.01197,0,0,0,0,0.01232,0.03896,0,0,0,0,0.08067,0,0.123,0,0,0,0,0,0,0,0,0.03454,0.05181,0.120576,0.081012,0.01413,0.012403,0.065469,0.062957,0.029516,0.060916,0.116494,0.081326,0.144754,0.203629,0.089647,0.075831,0.072377,0.054008,0.17,0.03547,0.133,0,0.00818,0.00033,0.0014,0,0.00472,0,0.00003,0,0.00007,0,0,0,0,0,0.00005,0.00112,0.00041,0.00265,0,0,0,0,0,0,0,0,0,0.00401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117,0.00225,0.00991,0.002473,0.003203,0.002473
C008,Bathua leaves,Chenopodium album,A. Jilmil sak; B. Beto sak; G. Chilni bhaji; H. Bathua sagu; Kan. Sakothina soppu; Kash. Ushtahak; Kh. Sla jada; Mal. Parippuchira; M. Monsaobi; Mar. Chakavath; N. Bethe ko saag; O. Bathua sag; P. Bathu sag; Tel. Pappukura; Tam. Paruppukkeerai.,Green Leafy Vegetables,2,vegetarian eggetarian fishetarian veg,116,88.77,1.71,0.04431381,0.44,0,4.01,2.56,2.5,2.379,0.003469,0.04224,0.01257,0.00025,0,1.09603,0.01848,0.63,0.74571,0.00533422,0,0.000002,1.8e-7,0.001075,0.0017338,0.04103,0.00000101,0.00025,0.000224,0.12,0.22761,0.21968,0.22829,0,0.00861,0.219,0.169,0.05068,0,0,0.00861,2.34,1.68,1.59,1.07,0,0.52,0.97375,0.54525,0.86,0,0.00006,0.00051,0.00054,0.00041,0.00017,0.00000125,0.00004255,0.00000101,0,0,0.00025,0,0,0,0,0,0,0,0.000224,0,0.001795,0.000132,0,0,0,0,0.001075,0,8.2e-7,0.000001,0.211,0,0.000001,0.0001,0.00266,0.000001,0,0.04841,0.00158,1.8e-7,0.000003,0.000008,0.03755,0.438,0.0000014,0.01075,0.00098,0.01,0.51,0,0,0,0,0,0,0,0,0.00187,0.09694,0.00752,0.00351,0.00748,0.00274,0,0.00861,0,0,0,0,0,0.05068,0,0.169,0,0,0,0,0,0,0,0,0.044,0.12075,0.22475,0.09425,0.04425,0.02225,0.14325,0.12375,0.027,0.15175,0.163,0.126,0.251,0.342,0.1795,0.118,0.104,0.0995,1.077,0.228,0.85,0.00308,0.00864,0.00046,0.00553,0,0.00132,0,0.0004,0,0,0.00009,0,0,0,0,0.00023,0.00031,0.00001,0,0,0,0,0,0,0,0.00288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057,0.00301,0.00899,0.001075,0.001927,0.001075
C009,Beet greens,Beta vulgaris,A. Beetar sak; E. Beet greens; G. Beet ni bhaji; H. Chukandhar sag; Kan. Beet root soppu; Kash. Chogander Munji; Kh. Sla bit; Mal. Beet root cheera; Mar. Beet root ka sag; N. Bengali Palungo ko Saag; P. Chukandhar da sag; Tam. Beet root keerai; Tel. Beet root; U. beet patta.,Green Leafy Vegetables,6,vegetarian eggetarian fishetarian veg,145,86.68,2.69,0.03887028,0.75,0,3.64,3.86,2.38,1.687896,0.00334097,0.00285,0.01963,0.00032,0,0.19514,0.01901,0.43,0.94802,0.00737128,0,0.000021,2.6e-7,0.001703,0.00105618,0.03583,0.00000165,0.00021,0.00006945,0.188,0.38751,0.308,0.38751,0,0.07951,0.308,0.207,0.101,0.07238,0,0.00713,2.2,1.43,2.18,2.05,0,0.13,0.641648,0.357,0.689248,0,0.00002,0.00017,0.00043,0.00029,0.00013,0.00000466,0.00001152,0.00000165,0,0,0.00015,0.00017,0,0,0,0,0,0,0.00006945,0,0.001495,0.000146,0,0,0,0,0.001703,0,0.00000353,0.00001,0.151,0,0.000004,0.00014,0.0058,0.000011,0,0.12,0.00116,2.6e-7,0.000036,0.00002,0.03602,0.53,0.00004775,0.111,0.00016,0.03,0.1,0,0,0,0,0,0,0,0,0.00511,0.16,0.01183,0,0.00565,0.00517,0,0.00713,0.07238,0,0,0,0,0.101,0,0.207,0,0,0,0,0,0,0,0,0.037842,0.062356,0.123046,0.103292,0.018088,0.021896,0.086394,0.089488,0.019516,0.101626,0.147322,0.069258,0.164458,0.28798,0.10115,0.094248,0.089488,0.070448,0.127,0.03498,0.09238,0,0.00227,0.00032,0.00317,0,0.06238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024,0,0.00041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00086,0.00321,0.01556,0.001703,0.001641,0.001703
C010,"Betel leaves, big (kolkata)",Piper betle,A. paan; B. Pan; G. Nagarvelna pan; H. Pan ka patha; Kan. Kadale soppu; Kh. Tympew Dkhar; Mal. Vettiiai; M. Kwa Mana; Mar. Pan-ka-patta; O. Pana; P.  Pan-da-patta; Tam. Vetrilai; Tel. Thamala paku; U. Paan ka patta.,Green Leafy Vegetables,6,vegetarian eggetarian fishetarian veg,202,84.93,2.33,0.02416592,0.75,0,2.12,7.37,2.51,2.247956,0.013735,0.08968,0.04045,0.00009,0.00002,0.65811,0.05798,0.42,1.03153,0.00637632,0.000012,0.002017,2.1e-7,0.004377,0.00112814,0.0184,0.00000378,0.00005,0.000207,0.25,0.34943,0.256,0.34943,0,0.09343,0.256,0.146,0.11,0.07207,0,0.02136,1.32,0.8,6.61,6.24,0.01,0.37,0.678453,0.546427,1.023076,0,0.00003,0.00008,0.00045,0.00051,0.00004,0.00000218,0.00001596,0.00000378,0,0,0.00004,0,0.00005,0,0.00002,0,0,0,0.000207,0,0.004253,0.00006031,0,0,0,0.000191,0.004186,0.00201,0.00000117,0.000002,0.207,0.000026,0.000003,0.00024,0.003,0.000005,0.000012,0.107,0.00257,2.1e-7,0.000004,0.00005,0.05173,0.649,0.00001215,0.0168,0.00047,0.2,0.17,0,0,0,0,0,0,0,0,0.02445,0.175,0.03933,0,0.00521,0.00602,0,0.02136,0.07207,0,0,0,0,0.11,0,0.146,0,0,0,0,0,0,0,0,0.02008,0.051455,0.197537,0.05773,0.018072,0.010542,0.114958,0.106675,0.0251,0.086846,0.217868,0.123994,0.316009,0.334583,0.18825,0.136293,0.154616,0.087348,0.493,0.151,0.342,0,0.00227,0.00058,0.00625,0.00027,0.01074,0.145,0,0,0.00012,0,0,0,0,0,0.00007,0.00679,0.00064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.00409,0.00353,0.03283,0.004377,0.00431331,0.004377
C011,"Betel leaves, small",Piper betle,A. Paan; B. Pan; G. Nagarvelna pan; H. Pan ka patha; Kan. Kadale soppu; Kh. Tympew; Mal. Vettiiai; M. Kwa Mana; Mar. Pan-ka-patta; O. Pana; P. Pan-da-patta; Tel. Thamala paku; Tam. Vetrilai; U. Paan ka patta.,Green Leafy Vegetables,4,vegetarian eggetarian fishetarian veg,183,85.92,2.59,0.03093711,0.75,0,1.97,6.16,2.62,2.307172,0.016563,0.08701,0.03886,0.00007,0.00002,0.64832,0.04534,0.4,1.0337,0.00541308,0.000005,0.001854,0,0.005103,0.00108784,0.02451,0.00000227,0.00003,0.000204,0.238,0.35967,0.276,0.35867,0,0.08267,0.277,0.172,0.104,0.06474,0,0.01793,1.17,0.8,5.54,5.14,0.01,0.4,0.739102,0.55937,1.0087,0,0.00002,0.00007,0.00047,0.00047,0.00004,0.00000128,0.00001656,0.00000227,0,0,0.00002,0,0.00005,0,0.00002,0,0,0,0.000204,0,0.005783,0.0000798,0,0,0,0.000427,0.004676,0.00185,0.00000168,0,0.196,0.000019,0.000002,0.00029,0.00287,0.000004,0.000005,0.08994,0.00179,0,0.000002,0.000043,0.05572,0.678,0.0000054,0.01404,0.00039,0.2,0.2,0,0,0,0,0,0,0,0,0.01465,0.177,0.03734,0,0.00415,0.00507,0,0.01793,0.06474,0,0,0,0,0.104,0,0.172,0,0,0,0,0,0,0,0,0.021222,0.067858,0.205932,0.059474,0.019912,0.009956,0.123926,0.119734,0.018078,0.102966,0.199382,0.120258,0.306278,0.340338,0.206456,0.134406,0.162702,0.088294,0.577,0.183,0.393,0,0.00165,0.00027,0.00539,0.00032,0.01262,0.05107,0,0,0.00028,0,0,0,0,0,0.00025,0.00091,0.00016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.00386,0.00339,0.03161,0.005103,0.0058628,0.005103
C012,Brussels sprouts,Brassica oleracea var. gemmifera,B. Biliti Bandhakopi; G. Nani kobi; H. Choote gobi; Kan. Mara kosu; Kash. Haakh; Mal. Kalakose; Mar. Chotee gobi; O. Chota bandha; P. Chooti band gobi; Tam. Kalaikose; Tel. Chinna cabbage; U. Choti bund gobh.,Green Leafy Vegetables,1,vegetarian eggetarian fishetarian veg,185,84.39,1.47,0.09151132,0.5,0,4.29,5.09,4.26,4.081506,0.002564,0.01645,0.04314,0.00021,0,0.0329,0.01832,0.25,0.84305,0.00263058,0,0.000005,6e-8,0.00036,0.00146746,0.08945,2.6e-7,0.00021,0.0000236,0.226,0.17361,0.08493,0.17362,0,0.08869,0.08492,0.04111,0.04382,0.08869,0,0,3.35,0.94,4.42,4.31,0,0.17,1.21197,1.02666,1.842876,0,0.00006,0.00016,0.0005,0.00047,0.00019,0.00000245,0.00008501,2.6e-7,0,0,0.00021,0,0,0,0,0,0,0,0.0000236,0,0.001653,0.00003564,0,0,0,0,0.00036,0,5.7e-7,0.000001,0.05399,0.000002,0.000001,0.00008,0.00154,0.000004,0,0.03299,0.00041,6e-8,0.000013,0.000012,0.09856,0.639,0.00000201,0.01851,0.00057,0.04,0.05,0.08,0,0,0,0,0,0,0,0,0.187,0.03975,0,0,0,0,0,0.08869,0,0,0,0,0.04382,0,0.04111,0,0,0,0,0,0,0,0,0.076254,0.152508,0.214704,0.1491,0.057084,0.028542,0.137598,0.18318,0.039618,0.201924,0.197238,0.325038,0.526536,0.886932,0.193404,0.378714,0.23217,0.100962,0.0124,0.00467,0.00773,0,0.00263,0.00224,0.00407,0,0.01156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125,0.00102,0.00082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00401,0.00093,0.0382,0.00036,0.00168864,0.00036
